Plate, 3
Well, 1
Count, 251
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Volume 2 (4/3PIr^3), Range, frequency
217249402.917, 212627075.195 to 221871730.638, 1
226494058.360, 221871730.638 to 231116386.082, 1
235738713.803, 231116386.082 to 240361041.525, 0
244983369.247, 240361041.525 to 249605696.968, 0
254228024.690, 249605696.968 to 258850352.411, 0
263472680.133, 258850352.411 to 268095007.855, 2
272717335.576, 268095007.855 to 277339663.298, 0
281961991.020, 277339663.298 to 286584318.741, 0
291206646.463, 286584318.741 to 295828974.184, 1
300451301.906, 295828974.184 to 305073629.628, 1
309695957.349, 305073629.628 to 314318285.071, 0
318940612.793, 314318285.071 to 323562940.514, 0
328185268.236, 323562940.514 to 332807595.958, 0
337429923.679, 332807595.958 to 342052251.401, 0
346674579.122, 342052251.401 to 351296906.844, 0
355919234.566, 351296906.844 to 360541562.287, 0
365163890.009, 360541562.287 to 369786217.731, 0
374408545.452, 369786217.731 to 379030873.174, 0
383653200.896, 379030873.174 to 388275528.617, 0
392897856.339, 388275528.617 to 397520184.060, 0
402142511.782, 397520184.060 to 406764839.504, 0
411387167.225, 406764839.504 to 416009494.947, 0
420631822.669, 416009494.947 to 425254150.390, 0
429876478.112, 425254150.390 to 434498805.833, 0
439121133.555, 434498805.833 to 443743461.277, 0
448365788.998, 443743461.277 to 452988116.720, 0
457610444.442, 452988116.720 to 462232772.163, 1


Plate, 3
Well, 5
Count, 236
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Volume 2 (4/3PIr^3), Range, frequency
3872209.849, 0.000 to 7744419.699, 21
11616629.548, 7744419.699 to 15488839.398, 14
19361049.247, 15488839.398 to 23233259.097, 18
27105468.946, 23233259.097 to 30977678.796, 13
34849888.645, 30977678.796 to 38722098.495, 24
42594308.344, 38722098.495 to 46466518.194, 23
50338728.043, 46466518.194 to 54210937.893, 18
58083147.742, 54210937.893 to 61955357.592, 16
65827567.441, 61955357.592 to 69699777.291, 14
73571987.140, 69699777.291 to 77444196.990, 9
81316406.839, 77444196.990 to 85188616.689, 3
89060826.538, 85188616.689 to 92933036.388, 5
96805246.237, 92933036.388 to 100677456.087, 5
104549665.936, 100677456.087 to 108421875.786, 5
112294085.635, 108421875.786 to 116166295.485, 3
120038505.334, 116166295.485 to 123910715.184, 5
127782925.033, 123910715.184 to 131655134.882, 6
135527344.732, 131655134.882 to 139399554.581, 3
143271764.431, 139399554.581 to 147143974.280, 5
151016184.130, 147143974.280 to 154888393.979, 2
158760603.829, 154888393.979 to 162632813.678, 1
166505023.528, 162632813.678 to 170377233.377, 1
174249443.227, 170377233.377 to 178121653.076, 0
181993862.926, 178121653.076 to 185866072.775, 3
189738282.625, 185866072.775 to 193610492.474, 1
197482702.324, 193610492.474 to 201354912.173, 1
205227122.023, 201354912.173 to 209099331.872, 0
212971541.722, 209099331.872 to 216843751.571, 1
220715961.421, 216843751.571 to 224588171.270, 1
228460381.120, 224588171.270 to 232332590.969, 3
236204800.819, 232332590.969 to 240077010.668, 0
243949220.518, 240077010.668 to 247821430.367, 1
251693640.217, 247821430.367 to 255565850.066, 1
259438059.915, 255565850.066 to 263310269.765, 0
267182479.614, 263310269.765 to 271054689.464, 0
274926899.313, 271054689.464 to 278799109.163, 0
282671319.012, 278799109.163 to 286543528.862, 2
290415738.711, 286543528.862 to 294287948.561, 1
298160158.410, 294287948.561 to 302032368.260, 1
305904578.109, 302032368.260 to 309776787.959, 0
313648997.808, 309776787.959 to 317521207.658, 1
321393417.507, 317521207.658 to 325265627.357, 2
329137837.206, 325265627.357 to 333010047.056, 0
336882256.905, 333010047.056 to 340754466.755, 0
344626676.604, 340754466.755 to 348498886.454, 1
352371096.303, 348498886.454 to 356243306.153, 0
360115516.002, 356243306.153 to 363987725.852, 1
367859935.701, 363987725.852 to 371732145.551, 0
375604355.400, 371732145.551 to 379476565.250, 0
383348775.099, 379476565.250 to 387220984.948, 1


Plate, 3
Well, 6
Count, 211
CHARM Settings 1:		unsaved settings

Type 1 Histograms
Volume 2 (4/3PIr^3), Range, frequency
3217283.419, 0.000 to 6434566.837, 17
9651850.256, 6434566.837 to 12869133.675, 10
16086417.093, 12869133.675 to 19303700.512, 15
22520983.930, 19303700.512 to 25738267.349, 9
28955550.768, 25738267.349 to 32172834.186, 20
35390117.605, 32172834.186 to 38607401.024, 14
41824684.442, 38607401.024 to 45041967.861, 19
48259251.280, 45041967.861 to 51476534.698, 21
54693818.117, 51476534.698 to 57911101.535, 12
61128384.954, 57911101.535 to 64345668.373, 7
67562951.791, 64345668.373 to 70780235.210, 10
73997518.629, 70780235.210 to 77214802.047, 7
80432085.466, 77214802.047 to 83649368.885, 5
86866652.303, 83649368.885 to 90083935.722, 8
93301219.141, 90083935.722 to 96518502.559, 8
99735785.978, 96518502.559 to 102953069.396, 2
106170352.815, 102953069.396 to 109387636.234, 1
112604919.652, 109387636.234 to 115822203.071, 6
119039486.490, 115822203.071 to 122256769.908, 4
125474053.327, 122256769.908 to 128691336.746, 1
131908620.164, 128691336.746 to 135125903.583, 0
138343187.001, 135125903.583 to 141560470.420, 1
144777753.839, 141560470.420 to 147995037.257, 3
151212320.676, 147995037.257 to 154429604.095, 3
157646887.513, 154429604.095 to 160864170.932, 3
164081454.351, 160864170.932 to 167298737.769, 1
170516021.188, 167298737.769 to 173733304.606, 0
176950588.025, 173733304.606 to 180167871.444, 0
183385154.862, 180167871.444 to 186602438.281, 1
189819721.700, 186602438.281 to 193037005.118, 0
196254288.537, 193037005.118 to 199471571.956, 0
202688855.374, 199471571.956 to 205906138.793, 0
209123422.212, 205906138.793 to 212340705.630, 0
215557989.049, 212340705.630 to 218775272.467, 0
221992555.886, 218775272.467 to 225209839.305, 0
228427122.723, 225209839.305 to 231644406.142, 1
234861689.561, 231644406.142 to 238078972.979, 0
241296256.398, 238078972.979 to 244513539.817, 0
247730823.235, 244513539.817 to 250948106.654, 0
254165390.072, 250948106.654 to 257382673.491, 0
260599956.910, 257382673.491 to 263817240.328, 0
267034523.747, 263817240.328 to 270251807.166, 0
273469090.584, 270251807.166 to 276686374.003, 1
279903657.422, 276686374.003 to 283120940.840, 0
286338224.259, 283120940.840 to 289555507.677, 0
292772791.096, 289555507.677 to 295990074.515, 0
299207357.933, 295990074.515 to 302424641.352, 0
305641924.771, 302424641.352 to 308859208.189, 0
312076491.608, 308859208.189 to 315293775.027, 0
318511058.445, 315293775.027 to 321728341.864, 1




ADDITIONAL INFO
Read-date:	08-02-2020
Read-time:	20:41:11
Plate type:	6-Well
Resolution settings:	300 dpi
Mask Settings File:	Tao_PEO1.mask
Image file: C:\Users\Public\Documents\GelCount\Data\Data_08-02-20_20-09\Plate3\Plate3.ics


